,Unnamed: 0,Price,Address,Beds,Bathrooms,Square Footage,Property type
598,598,"$500,000","100 W 15th St APT 3A, New York, NY 10011",Studio,1 ba,-- sqft,- Condo for sale
599,599,"$888,000","242 E 25th St APT 7A, New York, NY 10010",2 bds,2 ba,-- sqft,- Apartment for sale
600,600,"$180,000","1275 Grant Ave APT 9A, Bronx, NY 10456",2 bds,1 ba,900 sqft,- Condo for sale
601,601,"$449,000","119 W 85th St APT 2F, New York, NY 10024",Studio,1 ba,-- sqft,- Condo for sale
602,602,"$1,458,888","163-18 24th Rd, Whitestone, NY 11357",4 bds,4 ba,"2,100 sqft",- House for sale
603,603,"$1,298,000","35 Adlers Ln, Staten Island, NY 10307",4 bds,4 ba,"4,800 sqft",- House for sale
604,604,"$675,000","1913 Radcliff Ave, Bronx, NY 10462",4 bds,3 ba,"1,710 sqft",- Multi-family home for sale
605,605,"$649,000","3814 Shore Pkwy #2C, Brooklyn, NY 11235",3 bds,2 ba,"1,100 sqft",- Condo for sale
606,606,"$929,000","225 Arlene St, Staten Island, NY 10314",4 bds,2 ba,"2,617 sqft",- Multi-family home for sale
607,607,"$559,000","147 Winter Ave, Staten Island, NY 10301",3 bds,4 ba,"1,915 sqft",- House for sale
608,608,"$995,000","1186 Lakewood Pl, Bronx, NY 10461",4 bds,4 ba,"2,400 sqft",- House for sale
609,609,"$145,000","1670 Longfellow Ave APT 4A, Bronx, NY 10460",2 bds,1 ba,-- sqft,- Condo for sale
610,610,"$530,000","2800 Coyle St APT 609, Brooklyn, NY 11235",2 bds,2 ba,"1,200 sqft",- Condo for sale
611,611,"$140,000","10-40 Neilson St #4B, Far Rockaway, NY 11691",1 bd,1 ba,-- sqft,- Condo for sale
612,612,"$225,000","11225 34th Ave APT 4F, Corona, NY 11368",2 bds,1 ba,-- sqft,- Foreclosure
613,613,"$599,000","50 Donley Ave, Staten Island, NY 10305",3 bds,1 ba,"1,050 sqft",- House for sale
614,614,"$301,000","132-09 Linden Blvd, South Ozone Park, NY 11420",Studio,-- ba,"1,512 sqft",- House for sale
615,615,"$1,099,000","451 54th St, Brooklyn, NY 11220",6 bds,3 ba,"2,400 sqft",- Multi-family home for sale
616,616,"$675,000","3 Sheridan Sq APT 2J, New York, NY 10014",1 bd,1 ba,550 sqft,- Condo for sale
617,617,"$350,000","241-20 Northern Blvd #3N, Little Neck, NY 11362",2 bds,2 ba,-- sqft,- Condo for sale
618,618,"$398,500","242 Edgewater St, Staten Island, NY 10305",3 bds,3 ba,"1,232 sqft",- Foreclosure
619,619,"$235,000","535 W 160th St APT 5B, New York, NY 10032",3 bds,1 ba,700 sqft,- Condo for sale
620,620,"$479,900","14 Lorraine Loop, Staten Island, NY 10309",2 bds,3 ba,977 sqft,- House for sale
621,621,$429K,"130-33 217th St, Springfield Gardens, NY 11413",3 bds,2 ba,"1,110 sqft",- Auction
622,622,"$1,250,000","1565 Hendrickson St, Brooklyn, NY 11234",5 bds,5 ba,"5,700 sqft",- House for sale
623,623,"$1,750,000","94 1/2 Guernsey St, Brooklyn, NY 11222",5 bds,2 ba,"2,166 sqft",- Multi-family home for sale
624,624,"$599,000","560 7th Ave APT 1, Brooklyn, NY 11215",1 bd,1 ba,745 sqft,- For sale by owner
625,625,"$301,100","30 Spirit Ln, Staten Island, NY 10303",3 bds,2 ba,"1,677 sqft",- Condo for sale
626,626,"$50,000,000","854 5th Ave, New York, NY 10065",Studio,-- ba,"20,000 sqft",- Townhouse for sale
627,627,"$300,000","46 Betty Ct, Staten Island, NY 10303",3 bds,1 ba,"1,120 sqft",- Townhouse for sale
628,628,"$928,000","1406 Avenue P, Brooklyn, NY 11229",4 bds,3 ba,"1,632 sqft",- House for sale
629,629,"$1,850,000","309 Avenue C, Brooklyn, NY 11218",5 bds,5 ba,"2,478 sqft",- House for sale
630,630,"$110,000","31B Edgewater Park #31B, Bronx, NY 10465",2 bds,1 ba,"1,100 sqft",- Condo for sale
631,631,"$248,000","27-10 Parsons Blvd, Flushing, NY 11354",1 bd,1 ba,850 sqft,- Condo for sale
632,632,"$679,000","176-09 132nd Ave, Jamaica, NY 11434",6 bds,4 ba,"2,100 sqft",- Foreclosure
633,633,"$580,250","70-26 Queens Blvd #2B, Woodside, NY 11377",2 bds,2 ba,"1,055 sqft",- New construction
634,634,"$999,888","352 Gates Ave, Brooklyn, NY 11216",6 bds,2 ba,"2,884 sqft",- Multi-family home for sale
635,635,"$750,000","9718 Fort Hamilton Pkwy APT 4I, Brooklyn, NY 11209",2 bds,2 ba,"1,129 sqft",- Condo for sale
636,636,"$589,000","130 Mann Ave, Staten Island, NY 10314",3 bds,1 ba,960 sqft,- House for sale
637,637,"$450,000","311 E 3rd St APT 17, New York, NY 10009",1 bd,1 ba,500 sqft,- Condo for sale
638,638,"$2,400,000","300 E 23rd St APT 19B, New York, NY 10010",3 bds,3 ba,"1,400 sqft",- For sale by owner
639,639,"$275,995","(undisclosed Address), Brooklyn, NY 11207",3 bds,2 ba,-- sqft,- House for sale
640,640,"$659,000","1266 Arthur Kill Rd, Staten Island, NY 10312",3 bds,3 ba,"1,420 sqft",- House for sale
641,641,"$465,000","212-25 15th Ave #293, Bayside, NY 11360",3 bds,2 ba,-- sqft,- Condo for sale
642,642,"$885,000","65 W 87th St #4, New York, NY 10024",4 bds,2 ba,-- sqft,- Condo for sale
643,643,"$459,000","106 Admiral Ct #20, Bronx, NY 10473",3 bds,2 ba,"1,206 sqft",- Condo for sale
644,644,"$597,000","3928 Harper Ave, Bronx, NY 10466",3 bds,3 ba,"2,622 sqft",- Multi-family home for sale
645,645,"$1,200,000","41-47 76th St, Elmhurst, NY 11373",5 bds,2 ba,-- sqft,- Multi-family home for sale
646,646,"$489,999","17 Poets Cir, Staten Island, NY 10312",2 bds,1 ba,960 sqft,- House for sale
647,647,"$989,777","133-21 125th St, South Ozone Park, NY 11420",6 bds,3 ba,"1,936 sqft",- Multi-family home for sale
648,648,"$619,000","186-19 104th Ave, Saint Albans, NY 11412",4 bds,2 ba,"1,725 sqft",- House for sale
649,649,"$600,000","6033 Fieldston Rd, Bronx, NY 10471",3 bds,2 ba,"2,500 sqft",- House for sale
650,650,"$355,000","13723 249th St, Jamaica, NY 11422",5 bds,2 ba,"1,568 sqft",- Multi-family home for sale
651,651,"$2,750,000","62 Copperleaf Ter, Staten Island, NY 10304",4 bds,6 ba,"6,641 sqft",- House for sale
652,652,"$2,595,000","3724 Atlantic Ave, Brooklyn, NY 11224",12 bds,6 ba,"4,080 sqft",- House for sale
653,653,"$499,000","36 Russek Dr, Staten Island, NY 10312",3 bds,2 ba,"1,176 sqft",- House for sale
654,654,"$549,000","89 Beach St, Staten Island, NY 10304",3 bds,2 ba,"1,080 sqft",- Townhouse for sale
655,655,"$2,250,000","36 W 15th St APT 2, New York, NY 10011",2 bds,2 ba,"1,480 sqft",- Condo for sale
656,656,"$839,999","449 Liberty Ave, Staten Island, NY 10305",5 bds,3 ba,"2,592 sqft",- Multi-family home for sale
657,657,"$875,000","815 Greenwich St APT 1D, New York, NY 10014",1 bd,1 ba,-- sqft,- Condo for sale
658,658,"$559,000","443 Woolley Ave, Staten Island, NY 10314",3 bds,2 ba,"1,204 sqft",- House for sale
659,659,"$229,000","2525 W 2nd St APT 1B, Brooklyn, NY 11223",2 bds,1 ba,950 sqft,- Condo for sale
660,660,"$699,000","237-13 120th Ave, Cambria Heights, NY 11411",3 bds,3 ba,"6,570 sqft",- House for sale
661,661,"$678,888","25 Keen Ct, Brooklyn, NY 11229",3 bds,2 ba,"1,640 sqft",- House for sale
662,662,"$879,000","108 Arthur Ave, Staten Island, NY 10305",4 bds,2 ba,"2,750 sqft",- House for sale
663,663,"$318,000","144-15 Charter Rd #3C, Jamaica, NY 11435",3 bds,2 ba,-- sqft,- Condo for sale
664,664,"$519,000","342 E 53rd St APT 4D, New York, NY 10022",1 bd,1 ba,-- sqft,- Condo for sale
665,665,"$1,400,000","15306 59th Ave, Flushing, NY 11355",4 bds,3 ba,-- sqft,- Multi-family home for sale
666,666,"$355,000","245-34 62nd Ave #F-2, Little Neck, NY 11362",3 bds,1 ba,-- sqft,- Condo for sale
667,667,"$1,499,000","12 Frosinone Ln, Staten Island, NY 10309",5 bds,5 ba,"3,900 sqft",- New construction
668,668,"$699,000","5431 44th St, Maspeth, NY 11378",4 bds,2 ba,"1,125 sqft",- House for sale
669,669,"$649,900","114 Elson St, Staten Island, NY 10314",3 bds,3 ba,"1,645 sqft",- Townhouse for sale
670,670,"$165,000","150 Burns St APT 3B, Flushing, NY 11375",Studio,1 ba,450 sqft,- Condo for sale
671,671,"$579,000","36 Curtis Pl, Staten Island, NY 10301",3 bds,2 ba,"1,500 sqft",- House for sale
672,672,"$575,000","4014 Gunther Ave, Bronx, NY 10466",4 bds,2 ba,"1,752 sqft",- Multi-family home for sale
673,673,"$28,000,000","30 Grove St, New York, NY 10014",5 bds,6 ba,"5,864 sqft",- Townhouse for sale
674,674,"$425,000","100 Remsen St APT 3F, Brooklyn, NY 11201",1 bd,1 ba,800 sqft,- Condo for sale
675,675,"$699,000","4121 Avenue S, Brooklyn, NY 11234",3 bds,1 ba,"1,036 sqft",- House for sale
676,676,"$1,899,000","301 Greene Ave, Brooklyn, NY 11238",4 bds,3 ba,"2,400 sqft",- Multi-family home for sale
677,677,"$699,000","5431 44th St, Maspeth, NY 11378",4 bds,2 ba,"1,125 sqft",- House for sale
678,678,"$649,900","114 Elson St, Staten Island, NY 10314",3 bds,3 ba,"1,645 sqft",- Townhouse for sale
679,679,"$165,000","150 Burns St APT 3B, Flushing, NY 11375",Studio,1 ba,450 sqft,- Condo for sale
680,680,"$579,000","36 Curtis Pl, Staten Island, NY 10301",3 bds,2 ba,"1,500 sqft",- House for sale
681,681,"$575,000","4014 Gunther Ave, Bronx, NY 10466",4 bds,2 ba,"1,752 sqft",- Multi-family home for sale
682,682,"$28,000,000","30 Grove St, New York, NY 10014",5 bds,6 ba,"5,864 sqft",- Townhouse for sale
683,683,"$425,000","100 Remsen St APT 3F, Brooklyn, NY 11201",1 bd,1 ba,800 sqft,- Condo for sale
684,684,"$699,000","4121 Avenue S, Brooklyn, NY 11234",3 bds,1 ba,"1,036 sqft",- House for sale
685,685,"$1,899,000","301 Greene Ave, Brooklyn, NY 11238",4 bds,3 ba,"2,400 sqft",- Multi-family home for sale
686,686,"$129,000","485 Armstrong Ave #1E, Staten Island, NY 10308",Studio,1 ba,288 sqft,- Condo for sale
687,687,"$925,000","185 Hall St APT 1612, Brooklyn, NY 11205",2 bds,2 ba,"1,206 sqft",- Condo for sale
688,688,"$329,000","205 E 63rd St APT 10H, New York, NY 10065",Studio,1 ba,550 sqft,- Condo for sale
689,689,"$258,000","166-24 17th Rd FLOOR 2, Whitestone, NY 11357",1 bd,1 ba,-- sqft,- Condo for sale
690,690,"$699,000","9121 81st St, Woodhaven, NY 11421",3 bds,2 ba,"1,836 sqft",- Multi-family home for sale
691,691,"$305,000","61-53 224th St #A, Oakland Gardens, NY 11364",3 bds,1 ba,-- sqft,- Condo for sale
692,692,"$59,000","21 Iroquois St, Staten Island, NY 10305","1,950 sqft lot",- Lot / Land for sale,empty,empty
693,693,"$469,000","46 Bay Street Lndg #Q1F, Staten Island, NY 10301",Studio,2 ba,"1,600 sqft",- Condo for sale
694,694,"$1,450,000","275 W 96th St APT 21B, New York, NY 10025",2 bds,2 ba,933 sqft,- For sale by owner
695,695,"$615,000","1802 Hering Ave, Bronx, NY 10461",4 bds,2 ba,"1,980 sqft",- Townhouse for sale
696,696,"$595,000","1516 McDonald St, Bronx, NY 10461",3 bds,2 ba,"1,660 sqft",- House for sale
697,697,"$799,000","24 Peru St, Staten Island, NY 10314",3 bds,2 ba,"1,312 sqft",- House for sale
698,698,"$4,950,000","232 W 10th St, New York, NY 10014",4 bds,3 ba,"2,684 sqft",- Townhouse for sale
699,699,"$595,000","4-74 48th Ave PENTHOUSE 1C, Long Island City, NY 11109",1 bd,1 ba,921 sqft,- Apartment for sale
700,700,"$4,750,000","403 Greenwich St #A, New York, NY 10013",3 bds,3 ba,"1,901 sqft",- Condo for sale
701,701,"$1,095,000","6605 Booth St, Flushing, NY 11374",3 bds,3 ba,"1,280 sqft",- Townhouse for sale
702,702,"$349,000","110-55 72nd Rd #201, Forest Hills, NY 11375",1 bd,1 ba,800 sqft,- Condo for sale
703,703,"$175,000","3692 Broadway #4, New York, NY 10031",1 bd,1 ba,500 sqft,- Condo for sale
704,704,"$898,000","1929 Tenbroeck Ave, Bronx, NY 10461",4 bds,3 ba,"2,200 sqft",- Multi-family home for sale
705,705,"$825,000","73 Woodcrest Rd, Staten Island, NY 10303",6 bds,5 ba,"2,256 sqft",- Multi-family home for sale
706,706,"$649,000","13910 Glassboro Ave, Jamaica, NY 11435",3 bds,3 ba,-- sqft,- House for sale
707,707,"$450,000","105 E 15th St APT 6, New York, NY 10003",1 bd,1 ba,325 sqft,- Condo for sale
708,708,"$39,950,000","20 W 53rd St, New York, NY 10019",5 bds,6 ba,"7,381 sqft",- Condo for sale
709,709,"$265,000","86-40 155th Ave #2, Howard Beach, NY 11414",2 bds,1 ba,-- sqft,- Condo for sale
710,710,"$800,000","80 Avenue P #F7 & F8, Brooklyn, NY 11204",3 bds,2 ba,"1,900 sqft",- Condo for sale
711,711,"$369,000","22 Cornelia St APT 2, New York, NY 10014",Studio,1 ba,-- sqft,- Condo for sale
712,712,"$6,750,000","122 Congress St, Brooklyn, NY 11201",5 bds,5 ba,"4,122 sqft",- House for sale
713,713,"$649,999","1761 Undercliff Ave, Bronx, NY 10453",3 bds,2 ba,"1,872 sqft",- House for sale
714,714,"$1,199,000","17 Carol Ct, Staten Island, NY 10309",4 bds,4 ba,"3,344 sqft",- Multi-family home for sale
715,715,"$599,000","255 Linwood St, Brooklyn, NY 11208",4 bds,3 ba,"1,274 sqft",- House for sale
716,716,"$2,999,888","16 Windy Hollow Way, Staten Island, NY 10304",5 bds,7 ba,"5,550 sqft",- New construction
717,717,"$2,980,000","142-15 13th Ave, Whitestone, NY 11357",6 bds,6 ba,"7,000 sqft",- House for sale
718,718,"$79,000,000","432 Park Ave #82, New York, NY 10022",6 bds,8 ba,"8,054 sqft",- Condo for sale
719,719,"$429,000","59 Stone Ln, Staten Island, NY 10314",3 bds,2 ba,"1,293 sqft",- Townhouse for sale
720,720,"$950,000","2273 E 73rd St, Brooklyn, NY 11234",3 bds,2 ba,"2,340 sqft",- House for sale
721,721,"$899,000","47-37 188th St, Flushing, NY 11358",3 bds,3 ba,"2,000 sqft",- House for sale
722,722,"$599,000","230 Freeborn St, Staten Island, NY 10306",3 bds,2 ba,"1,600 sqft",- House for sale
723,723,"$999,000","265 W 94th St #17/1, New York, NY 10025",2 bds,1 ba,-- sqft,- Condo for sale
724,724,"$780,000","111-31 208 Street, Queens Village, NY 11429",4 bds,4 ba,"2,900 sqft",- House for sale
725,725,"$610,000","151 Pilot St, Bronx, NY 10464",2 bds,4 ba,"1,341 sqft",- House for sale
726,726,"$250,000","82-40 Austin St APT 6C, Kew Gardens, NY 11415",1 bd,1 ba,754 sqft,- Condo for sale
727,727,"$163,000","150 Colton St APT 3B, Staten Island, NY 10305",Studio,1 ba,550 sqft,- Condo for sale
728,728,"$170,000","3279 Hull Ave APT 10, Bronx, NY 10467",2 bds,1 ba,900 sqft,- Condo for sale
729,729,"$500,000","2011 Gildersleeve Ave, Bronx, NY 10473",6 bds,2 ba,"2,200 sqft",- House for sale
730,730,"$5,999,000","40 Wakefield Rd, Staten Island, NY 10312",5 bds,7 ba,"11,400 sqft",- House for sale
731,731,"$425,000","185 E 2nd St APT 5D, New York, NY 10009",1 bd,1 ba,-- sqft,- Condo for sale
732,732,"$369,000","330 S 3rd St APT 4, Brooklyn, NY 11211",1 bd,1 ba,464 sqft,- Condo for sale
733,733,"$359,000","293 Bay 19th St #B, Brooklyn, NY 11214",1 bd,1 ba,550 sqft,- Condo for sale
734,734,"$399,900","60 Stone Ln, Staten Island, NY 10314",3 bds,2 ba,"1,240 sqft",- Townhouse for sale
735,735,"$540,000","940 E 241st St, Bronx, NY 10466",3 bds,3 ba,"1,800 sqft",- House for sale
736,736,"$269,000","133 Beach #120, Rockaway Park, NY 11694",1 bd,1 ba,900 sqft,- Condo for sale
737,737,"$550,000","784 Madison St APT 3B, Brooklyn, NY 11221",3 bds,2 ba,"1,083 sqft",- Condo for sale
738,738,"$483,000","33-43 14th St APT 7D, Long Island City, NY 11106",2 bds,1 ba,875 sqft,- Condo for sale
739,739,"$455,000","89 McDivitt Ave, Staten Island, NY 10314",2 bds,2 ba,"1,158 sqft",- Townhouse for sale
740,740,"$699,000","91-40 Chicot Rd, Ozone Park, NY 11417",3 bds,2 ba,"1,125 sqft",- House for sale
741,741,"$958,888","24-44 43rd St, Astoria, NY 11103",3 bds,2 ba,"1,760 sqft",- Multi-family home for sale
742,742,"$10,900,000","94 Thompson St #T, New York, NY 10012",3 bds,4 ba,"3,500 sqft",- Condo for sale
743,743,"$265,000","230 W End Ave APT 1F, New York, NY 10023",Studio,1 ba,275 sqft,- Condo for sale
744,744,"$1,495,000","841 Putnam Ave, Brooklyn, NY 11221",4 bds,4 ba,"3,000 sqft",- Multi-family home for sale
745,745,"$759,999","71-01 Penelope Ave, Middle Village, NY 11379",3 bds,2 ba,"1,080 sqft",- House for sale
746,746,"$1,250,000","671 Yetman Ave, Staten Island, NY 10307",4 bds,3 ba,"3,360 sqft",- House for sale
747,747,"$1,790,000","33-05 150th St, Flushing, NY 11354",7 bds,6 ba,-- sqft,- New construction
748,748,"$399,000","354 S 3rd St APT 1F, Brooklyn, NY 11211",1 bd,1 ba,410 sqft,- Apartment for sale
749,749,"$709,000","108 Bodine St, Staten Island, NY 10310",3 bds,3 ba,"1,410 sqft",- Townhouse for sale
750,750,"$949,000","89 Dean St APT 1, Brooklyn, NY 11201",2 bds,1 ba,857 sqft,- Condo for sale
751,751,"$1,549,000","14544 5th Ave, Flushing, NY 11357",4 bds,4 ba,"2,379 sqft",- House for sale
752,752,"$325,000","102 Edgewater Park UNIT 102B, Bronx, NY 10465",2 bds,1 ba,900 sqft,- Condo for sale
753,753,"$1,599,000","44 Prospect Park W APT C9, Brooklyn, NY 11215",2 bds,2 ba,-- sqft,- Condo for sale
754,754,"$320,000","105-07 Otis Ave #1-A, Corona, NY 11368",Studio,1 ba,-- sqft,- Condo for sale
755,755,"$595,000","611 W 156th St #52A, New York, NY 10032",3 bds,1 ba,"1,100 sqft",- Condo for sale
756,756,"$4,250,000","554 4th Ave #11B, Brooklyn, NY 11215",5 bds,5 ba,"4,480 sqft",- Condo for sale
757,757,"$205,000","75 W 238th St APT 5C, Bronx, NY 10463",2 bds,1 ba,800 sqft,- Condo for sale
758,758,"$3,250,000","284 5th Ave, New York, NY 10001",3 bds,3 ba,"2,000 sqft",- Condo for sale
759,759,"$9,800,000","360 W 253rd St, Bronx, NY 10471",7 bds,8 ba,"15,000 sqft",- House for sale
760,760,"$1,599,999","22 Lincoln Ave, Staten Island, NY 10306",4 bds,4 ba,"2,800 sqft",- Multi-family home for sale
761,761,"$950,000","16 W 16th St APT 7AS, New York, NY 10011",1 bd,1 ba,750 sqft,- For sale by owner
762,762,"$928,000","94 Duer Ave, Staten Island, NY 10305",3 bds,3 ba,"2,300 sqft",- House for sale
763,763,"$899,000","15 Island Point, Bronx, NY 10464",3 bds,4 ba,"1,969 sqft",- Condo for sale
764,764,"$549,000","24 Gotham Ave, Brooklyn, NY 11229",3 bds,2 ba,"1,064 sqft",- House for sale
765,765,"$550,000","4300 Atlantic Ave APT 8, Brooklyn, NY 11224",2 bds,1 ba,800 sqft,- Condo for sale
766,766,"$283,000","69-52 197th St FLOOR 2, Fresh Meadows, NY 11365",2 bds,1 ba,780 sqft,- Condo for sale
767,767,"$2,799,000","294 Howard Ave, Staten Island, NY 10301",7 bds,6 ba,"6,603 sqft",- House for sale
768,768,"$850,000","62-52 84th St, Middle Village, NY 11379",3 bds,2 ba,"1,552 sqft",- Coming soon
769,769,"$1,800,000","440 Bay Ridge Pkwy, Brooklyn, NY 11209",3 bds,3 ba,"3,090 sqft",- Townhouse for sale
770,770,"$475,000","160 Bleecker St APT 3KW, New York, NY 10012",Studio,1 ba,500 sqft,- Apartment for sale
771,771,"$415,000","417 Hicks St APT 5B, Brooklyn, NY 11201",1 bd,1 ba,492 sqft,- Condo for sale
772,772,"$849,000","122 Bache Ave, Staten Island, NY 10306",3 bds,3 ba,"1,936 sqft",- House for sale
773,773,"$699,000","29 Albright St, Staten Island, NY 10304",4 bds,3 ba,"2,236 sqft",- House for sale
774,774,"$1,849,000","321 Mayfair Dr N, Brooklyn, NY 11234",5 bds,4 ba,"4,659 sqft",- House for sale
775,775,"$552,000","414 E 10th St APT 5A, New York, NY 10009",2 bds,1 ba,600 sqft,- Condo for sale
776,776,"$448,000","215-15 23rd Ave, Bayside, NY 11360",3 bds,3 ba,"1,800 sqft",- Condo for sale
777,777,"$2,258,000","15212 12th Rd, Flushing, NY 11357",4 bds,4 ba,"3,776 sqft",- House for sale
778,778,"$518,000","44 Chesebrough St, Staten Island, NY 10312",2 bds,3 ba,"2,176 sqft",- Townhouse for sale
779,779,"$920,000","21 Cooper Pl, Staten Island, NY 10309",3 bds,2 ba,"1,512 sqft",- House for sale
780,780,"$339,000","40-05 Ithaca St #1A, Elmhurst, NY 11373",2 bds,1 ba,800 sqft,- Condo for sale
781,781,"$1,600,000","225 Rector Pl APT 16C, New York, NY 10280",2 bds,2 ba,968 sqft,- For sale by owner
782,782,"$225,000","40-01 Little Neck Pkwy #16B, Little Neck, NY 11363",1 bd,1 ba,850 sqft,- Condo for sale
783,783,"$1,600,000","193 Lefferts Ave, Brooklyn, NY 11225",4 bds,3 ba,"2,500 sqft",- Multi-family home for sale
784,784,"$569,999","26 Abingdon Ct, Staten Island, NY 10308",3 bds,2 ba,"1,200 sqft",- Townhouse for sale
785,785,"$318,000","218-12 73rd Ave, Oakland Gardens, NY 11364",2 bds,1 ba,-- sqft,- Condo for sale
786,786,"$929,000","1487 E 63rd St, Brooklyn, NY 11234",3 bds,2 ba,"1,980 sqft",- House for sale
787,787,"$399,000","264 W 22nd St #20, New York, NY 10011",1 bd,1 ba,-- sqft,- Condo for sale
788,788,"$1,265,000","545A Quincy St, Brooklyn, NY 11221",7 bds,5 ba,"3,000 sqft",- Multi-family home for sale
789,789,"$2,500,000","1388 Union St, Brooklyn, NY 11213",5 bds,3 ba,"3,230 sqft",- House for sale
790,790,"$1,250,000","8917 Ridge Blvd, Brooklyn, NY 11209",4 bds,2 ba,"1,560 sqft",- House for sale
791,791,"$779,000","8914 Woodhaven Blvd, Jamaica, NY 11421",3 bds,2 ba,"1,648 sqft",- House for sale
792,792,"$318,000","76-32 Springfield Blvd FLOOR 143A2-2, Oakland Gardens, NY 11364",2 bds,1 ba,-- sqft,- Condo for sale
793,793,"$915,000","30 Opal Ln, Staten Island, NY 10309",4 bds,4 ba,"2,400 sqft",- House for sale
794,794,"$355,000","1050 Hancock St APT 4C, Brooklyn, NY 11221",2 bds,1 ba,850 sqft,- Condo for sale
795,795,"$1,880,000","2373 205th St, Flushing, NY 11360",4 bds,5 ba,"2,600 sqft",- New construction
796,796,"$1,450,000","36-14 216th St, Bayside, NY 11361",5 bds,3 ba,-- sqft,- Multi-family home for sale
